Sno,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,Location,Age,LOB_id,
2456,2287285,No,57,75,E2,41.79,41.79,0,No,No,Male,Employee Referral,6,Bangalore,30,6,
2457,2287299,Yes,2,45,E1,65.06,-0.14,-39.5,No,No,Female,Direct,8,Chennai,33,1,
2463,2287319,No,11,30,E2,30,30,0,No,No,Male,Direct,8,Kolkata,33,7,
2464,2287320,No,10,30,E1,26.77,26.77,0,No,No,Male,Direct,1,Chennai,25,2,
2465,2287325,No,2,30,E1,66.67,66.67,0,No,No,Male,Direct,1,Noida,25,2,
2470,2287339,No,0,0,E2,66.67,55,-7,No,No,Male,Direct,6,Bangalore,30,6,
2478,2291775,Yes,5,30,E2,66.67,66.67,0,No,No,Male,Direct,7,Bangalore,31,1,
2480,2291824,No,29,45,E3,15.38,15.38,0,No,Yes,Male,Direct,8,Noida,37,2,
2482,2293431,Yes,1,30,E1,68.67,68.67,0,No,No,Female,Direct,4,Bangalore,30,6,
2483,2294055,No,7,30,E1,25.71,37.14,9.09,No,No,Male,Direct,6,Bangalore,27,5,
2484,2294419,No,1,30,E2,53.85,46.15,-5,No,No,Female,Direct,7,Chennai,35,8,
2486,2297270,Yes,1,30,E1,8.11,8.11,0,No,No,Male,Direct,4,Chennai,27,6,
2487,2297327,No,4,60,E1,64.56,30.38,-20.77,No,No,Male,Direct,2,Bangalore,23,1,
2488,2297344,No,6,60,E3,42.13,36.77,-3.77,No,No,Male,Direct,9,Noida,31,2,
2489,2297908,No,1,90,E1,33.33,23.33,-7.5,No,No,Male,Direct,3,Noida,29,8,
2490,2297941,No,14,30,E1,35.42,35.42,0,No,No,Male,Direct,4,Bangalore,28,6,
2491,2298116,Yes,67,60,E2,36.36,27.27,-6.67,No,No,Male,Direct,9,Chennai,29,2,
2492,2298336,No,3,30,E2,24.44,24.44,0,No,No,Female,Direct,5,Pune,31,5,
2493,2298365,No,4,30,E1,27.27,21.82,-4.29,No,No,Male,Direct,4,Chennai,28,8,
2494,2298374,No,5,30,E2,50,50,0,No,No,Male,Direct,4,Noida,32,2,
2496,2301536,No,0,30,E2,50,25,-16.67,No,No,Female,Direct,3,Bangalore,26,2,
2497,2301590,No,0,60,E1,38.3,38.3,0,No,No,Male,Direct,4,Chennai,27,1,
2498,2301611,No,0,60,E2,66.67,83.33,10,No,No,Male,Direct,3,Noida,26,2,
2499,2301629,No,1,30,E2,52,52,0,No,No,Male,Direct,3,Bangalore,26,2,
2501,2301648,Yes,46,30,E2,44.33,44.33,0,No,No,Male,Direct,4,Bangalore,28,2,
2502,2301649,No,2,30,E1,21.95,0,-18,No,No,Male,Employee Referral,4,Noida,30,2,
2503,2301652,No,1,30,E1,78.57,78.57,0,No,No,Female,Direct,2,Noida,26,6,
2504,2301661,Yes,13,30,E1,25,25,0,No,No,Male,Direct,3,Noida,30,6,
2505,2301662,Yes,1,30,E1,76.21,76.21,0,No,No,Male,Direct,3,Chennai,29,6,
2506,2301665,Yes,13,30,E1,33.33,33.33,0,No,No,Male,Direct,2,Chennai,28,6,
2507,2301666,No,0,30,E1,31.25,31.25,0,No,No,Male,Direct,3,Noida,29,6,
2508,2301673,Yes,5,90,E2,30,20,-7.69,No,No,Male,Direct,6,Bangalore,30,4,
2509,2301676,Yes,67,45,E2,25,27.5,2,No,No,Male,Direct,1,Noida,36,2,
2510,2301697,No,0,60,E2,27.5,28.13,0.49,No,No,Male,Direct,5,Noida,29,2,
2511,2301704,No,9,30,E1,33.77,33.77,0,No,No,Male,Direct,2,Noida,26,2,
2512,2301720,Yes,46,60,E1,100,95,-2.5,No,No,Male,Direct,2,Chennai,24,1,
2513,2302197,Yes,8,30,E1,25,38.89,11.11,No,No,Male,Direct,1,Noida,24,2,
2514,2302209,Yes,25,60,E2,17.65,5.88,-10,No,No,Male,Direct,6,Chennai,28,1,
2515,2302211,No,3,30,E1,31.87,37.36,4.17,No,No,Male,Direct,1,Noida,24,2,
2517,2302319,Yes,0,90,E1,50.75,31.91,-12.5,No,No,Female,Direct,3,Chennai,26,1,
2518,2302377,Yes,14,60,E2,70.73,46.34,-14.29,No,No,Male,Direct,7,Bangalore,35,1,
2519,2302438,No,16,30,E1,69.23,42.31,-15.91,No,No,Male,Direct,1,Mumbai,25,2,
2520,2302452,No,3,30,E2,66.67,100,20,No,No,Male,Direct,2,Mumbai,26,2,
2521,2302469,Yes,30,30,E1,25,-14.29,-31.43,No,No,Male,Direct,1,Chennai,24,2,
2522,2302470,Yes,74,30,E2,50.58,47.85,-1.82,No,No,Male,Direct,5,Hyderabad,33,2,
2523,2302486,No,27,30,E1,40,-5,-32.14,No,No,Male,Direct,2,Mumbai,26,2,
2525,2303698,Yes,6,30,E1,2.98,2.98,0,No,No,Male,Direct,4,Chennai,27,2,
2527,2309606,No,5,30,E1,44.44,44.44,0,No,No,Male,Direct,4,Bangalore,31,6,
2528,2309634,Yes,10,30,E1,96.43,96.43,0,No,No,Male,Direct,3,Chennai,29,1,
2531,2309682,Yes,6,60,E1,25.84,19.97,-4.67,No,No,Male,Direct,4,Bangalore,29,4,
2533,2309687,No,0,30,E1,92.31,92.31,0,No,No,Male,Direct,3,Noida,28,6,
2534,2309688,Yes,4,90,E2,10,10,0,No,No,Male,Direct,9,Bangalore,33,8,
2535,2309695,Yes,57,30,E1,66.67,66.67,0,No,No,Female,Direct,4,Noida,28,6,
2536,2309700,Yes,66,60,E1,20.65,20.65,0,No,No,Male,Direct,4,Noida,31,6,
2537,2309711,Yes,0,30,E2,45.83,35.42,-7.14,No,No,Male,Direct,7,Noida,33,5,
2538,2309714,No,1,30,E1,38.89,33.33,-4,No,No,Male,Direct,2,Gurgaon,24,2,
2540,2309739,No,0,30,E2,44.74,44.74,0,No,No,Male,Direct,8,Noida,28,2,
2541,2309761,Yes,20,30,E2,55.56,44.44,-7.14,No,No,Female,Direct,6,Gurgaon,36,4,
2542,2309776,Yes,89,60,E1,60.98,51.22,-6.06,No,No,Female,Direct,4,Chennai,26,1,
2544,2309805,Yes,1,30,E1,27.91,27.91,0,No,No,Male,Direct,3,Bangalore,30,6,
2545,2309808,No,0,30,E2,66.67,66.67,0,No,No,Male,Agency,4,Chennai,30,2,
2547,2309843,No,10,30,E2,71.43,62.86,-5,No,No,Male,Employee Referral,3,Noida,29,2,
2548,2309846,Yes,84,60,E1,53.7,38.89,-9.64,No,No,Male,Agency,3,Bangalore,29,1,
2549,2309851,Yes,18,30,E1,38.89,38.89,0,No,No,Male,Direct,3,Bangalore,26,6,
2550,2309853,Yes,36,30,E2,24.62,24.62,0,No,No,Male,Direct,3,Chennai,27,2,
2551,2309856,No,7,30,E1,35.9,35.9,0,No,No,Male,Direct,3,Bangalore,26,6,
2552,2309857,Yes,11,60,E2,33.33,71.46,28.6,No,No,Male,Employee Referral,4,Noida,28,2,
2554,2309892,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,Chennai,23,2,
2556,2309894,No,5,30,E0,42.86,42.86,0,No,No,Male,Direct,0,Chennai,23,2,
2557,2309895,No,5,30,E0,42.86,42.86,0,No,No,Male,Direct,0,Chennai,26,2,
2558,2309896,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,Chennai,23,2,
2560,2309914,Yes,27,30,E1,20,20,0,No,No,Male,Direct,4,Bangalore,26,6,
2561,2309985,Yes,6,30,E1,24.07,24.07,0,No,No,Female,Agency,4,Chennai,31,8,
2562,2310382,No,2,30,E2,36.36,40.91,3.33,No,No,Male,Agency,6,Bangalore,31,1,
2563,2311432,Yes,68,60,E1,28.57,50,16.67,No,No,Male,Direct,3,Chennai,26,1,
2564,2311760,Yes,109,90,E1,42.86,28.57,-10,No,No,Female,Direct,5,Chennai,30,8,
2565,2312770,Yes,73,60,E1,57.89,27.37,-19.33,No,No,Male,Direct,6,Chennai,28,1,
2566,2314265,No,1,30,E1,34.75,45.39,7.89,No,No,Male,Direct,2,Noida,26,5,
2567,2314523,No,1,30,E3,2.15,0,-2.11,No,No,Male,Direct,1,Chennai,38,2,
2568,2318368,Yes,17,30,E1,44.44,24.44,-13.85,No,No,Male,Agency,4,Noida,33,1,
2569,2318388,Yes,1,30,E1,50,22,-18.67,No,No,Male,Agency,4,Noida,27,1,
2570,2322593,Yes,52,60,E3,10,10,0,No,No,Male,Agency,13,Bangalore,40,6,
2571,2322664,No,3,60,E2,37.5,37.5,0,No,No,Male,Direct,4,Chennai,27,2,
2572,2322668,No,0,30,E2,-8.23,-8.23,0,No,No,Male,Direct,8,Noida,31,7,
2573,2322698,Yes,1,30,E1,52.78,33.33,-12.73,No,No,Male,Agency,3,Chennai,27,1,
2574,2322706,Yes,19,60,E2,62.79,45.35,-10.71,No,No,Male,Direct,7,Chennai,30,1,
2575,2322707,Yes,6,30,E3,0,0,0,No,No,Male,Direct,13,Bangalore,49,7,
2576,2322708,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,Chennai,23,2,
2580,2322712,No,5,30,E0,42.86,42.86,0,No,No,Male,Direct,0,Bangalore,23,2,
2582,2322714,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,Bangalore,23,2,
2583,2322715,No,5,30,E0,42.86,42.86,0,No,No,Male,Direct,0,Bangalore,23,2,
2585,2322717,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,Bangalore,23,2,
2586,2322718,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,Bangalore,23,2,
2588,2322720,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,Bangalore,22,2,
2589,2322721,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,Bangalore,23,2,
2590,2322722,No,5,30,E0,42.86,42.86,0,No,No,Male,Direct,0,Bangalore,23,2,
2591,2322723,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,Bangalore,23,2,
2592,2322724,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,Bangalore,24,2,
2596,2322742,Yes,63,60,E2,51.52,51.52,0,No,No,Female,Direct,6,Bangalore,31,4,
2597,2322764,No,1,30,E1,38.3,11.7,-19.23,No,No,Male,Agency,3,Noida,26,1,
2599,2322784,Yes,4,30,E1,38.3,11.7,-19.23,No,No,Female,Agency,3,Noida,26,1,
2600,2322835,No,6,30,E1,30,25,-3.85,No,No,Female,Agency,5,Chennai,33,1,
2601,2322839,Yes,2,30,E1,44.44,33.33,-7.69,No,No,Male,Direct,3,Bangalore,26,6,
2603,2322842,Yes,58,30,E1,78.44,78.44,0,No,No,Male,Direct,3,Bangalore,24,6,
2604,2322844,Yes,26,30,E1,19.05,19.05,0,No,No,Male,Direct,3,Noida,27,6,
2608,2322880,Yes,71,60,E2,67.74,44.52,-13.85,No,No,Male,Agency,8,Chennai,32,1,
2609,2322889,No,65,60,E1,85.19,66.67,-10,No,No,Male,Agency,3,Chennai,25,1,
2611,2322902,Yes,97,60,E1,97.37,73.68,-12,No,No,Male,Agency,4,Bangalore,30,1,
2612,2322906,Yes,1,30,E1,38.89,56.94,13,No,No,Male,Direct,8,Mumbai,31,4,
2613,2322908,No,0,30,E1,56.25,50,-4,No,No,Male,Agency,5,Chennai,32,1,
2614,2322933,No,1,60,E1,66.67,50,-10,No,No,Male,Direct,3,Chennai,26,1,
2616,2323037,Yes,2,30,E1,7.69,7.69,0,No,No,Female,Direct,4,Chennai,26,4,
2618,2323061,No,2,30,E1,33.33,16.67,-12.5,No,No,Male,Agency,3,Chennai,31,1,
2619,2323100,No,3,60,E1,33.33,52.22,14.17,No,No,Female,Agency,4,Noida,29,1,
2622,2323115,Yes,20,30,E2,42.86,42.86,0,No,No,Male,Direct,3,Bangalore,28,2,
2623,2323127,No,38,90,E1,20.37,20.37,0,No,No,Male,Agency,5,Bangalore,32,4,
2624,2323202,Yes,39,30,E2,21.14,21.14,0,No,No,Male,Direct,5,Noida,31,2,
2625,2323213,Yes,12,60,E1,45.63,28.16,-12,No,No,Male,Agency,4,Chennai,27,1,
2626,2323216,No,4,90,E2,32.53,34.94,1.82,No,No,Male,Direct,7,Chennai,30,8,
2627,2323276,Yes,10,30,E1,66.67,83.33,10,No,No,Male,Direct,4,Noida,30,2,
2630,2323320,No,0,60,E2,35.84,32.07,-2.78,No,No,Male,Direct,4,Noida,25,2,
2632,2323353,No,3,30,E1,67.79,67.79,0,No,No,Male,Direct,3,Noida,24,5,
2634,2323406,Yes,6,30,E1,79.49,58.97,-11.43,No,No,Male,Direct,3,Noida,26,5,
2635,2323420,Yes,1,60,E2,26.98,23.81,-2.5,No,No,Male,Direct,6,Noida,28,2,
2636,2323426,Yes,7,90,E1,9.09,-4.55,-12.5,No,No,Male,Agency,3,Noida,31,1,
2637,2325910,Yes,3,30,E2,15.38,17.95,2.22,No,No,Male,Agency,6,Chennai,30,1,
2638,2325933,No,0,0,E1,11.11,-16.67,-25,No,No,Female,Direct,1,Noida,24,2,
2639,2326125,Yes,7,30,E1,22.22,22.22,0,No,No,Male,Direct,2,Chennai,25,2,
2640,2326727,No,0,60,E1,22.22,16.67,-4.55,No,No,Female,Agency,3,Chennai,28,1,
2641,2327989,Yes,31,30,E1,28.05,28.05,0,No,No,Female,Agency,3,Chennai,25,1,
2642,2328076,No,2,30,E1,45.45,29.55,-10.94,No,No,Male,Direct,1,Bangalore,26,1,
2643,2328085,No,0,0,E2,-10.19,-10.19,0,Yes,No,Male,Direct,3,Bangalore,31,2,
2645,2328118,No,1,30,E2,46,46,0,No,No,Male,Direct,5,Noida,35,2,
2646,2328121,No,1,30,E3,36.36,36.36,0,No,No,Male,Direct,7,Noida,30,2,
2647,2328145,Yes,3,30,E2,25,18.33,-5.33,No,No,Male,Direct,7,Bangalore,31,7,
2649,2328172,No,3,30,E1,14.11,14.11,0,No,No,Female,Direct,2,Chennai,24,2,
2650,2328181,No,3,60,E2,50,36.67,-8.89,No,No,Male,Direct,2,Mumbai,26,2,
2651,2328182,Yes,2,30,E2,8.11,8.11,0,No,No,Male,Direct,9,Noida,35,6,
2652,2328202,Yes,6,60,E2,50,100,33.33,No,No,Female,Direct,8,Bangalore,32,1,
2653,2328204,Yes,12,30,E1,25,25,0,No,No,Male,Direct,3,Chennai,27,1,
2655,2328234,No,103,30,E1,42.86,30,-9,No,No,Male,Direct,8,Bangalore,34,1,
2656,2328236,Yes,74,60,E1,41.18,41.18,0,No,No,Female,Direct,3,Chennai,25,1,
2657,2328251,No,7,60,E1,64.27,49.08,-9.25,No,No,Male,Direct,5,Chennai,28,1,
2658,2328276,No,3,30,E3,34.45,34.45,0,No,No,Male,Direct,9,Chennai,36,6,
2659,2328282,Yes,3,30,E1,43.27,43.27,0,No,No,Female,Direct,2,Bangalore,25,6,
2660,2328283,No,4,45,E1,53.06,42.86,-6.67,No,No,Male,Direct,3,Chennai,25,1,
2661,2328289,No,6,60,E1,87.5,35.42,-27.78,No,No,Male,Direct,2,Chennai,24,1,
2662,2328309,Yes,37,30,E3,30,30,0,No,No,Male,Agency,7,Hyderabad,34,2,
2663,2328311,Yes,56,60,E2,31.25,28.13,-2.38,No,No,Male,Direct,6,Bangalore,33,7,
2664,2328315,No,2,60,E2,29.41,23.53,-4.55,No,No,Male,Direct,6,Chennai,34,1,
2665,2328316,Yes,63,60,E3,29.41,35.29,4.55,No,No,Male,Agency,11,Bangalore,36,6,
2667,2328350,Yes,92,90,E2,18.75,18.75,0,No,No,Female,Employee Referral,7,Chennai,32,6,
2669,2328418,Yes,35,30,E1,40.85,26.76,-10,No,No,Male,Direct,1,Chennai,24,2,
2670,2328432,Yes,1,30,E1,39.16,39.16,0,No,No,Male,Direct,2,Noida,24,2,
2671,2328438,No,2,60,E1,33.33,16.67,-12.5,No,No,Female,Direct,3,Chennai,24,1,
2672,2328445,Yes,28,30,E1,56.25,30.21,-16.67,No,No,Male,Direct,1,Chennai,31,7,
2673,2328458,Yes,0,30,E1,17.86,7.14,-9.09,No,No,Female,Direct,1,Noida,24,2,
2674,2328460,No,1,30,E1,24,24,0,No,No,Male,Direct,1,Noida,24,2,
2675,2328468,Yes,9,30,E1,86.92,63.55,-12.5,No,No,Female,Direct,3,Chennai,26,1,
2677,2328548,Yes,69,30,E2,34.72,34.72,0,No,No,Male,Direct,6,Noida,32,2,
2678,2328549,Yes,70,60,E2,30.91,35.84,3.76,No,No,Male,Direct,6,Chennai,34,2,
2679,2328609,Yes,36,60,E1,60.71,29.46,-19.44,No,No,Male,Agency,3,Bangalore,27,6,
2680,2328635,No,1,30,E1,43.05,43.05,0,No,No,Male,Direct,2,Chennai,27,2,
2681,2328686,Yes,28,90,E2,46.67,46.67,0,No,No,Male,Direct,7,Noida,31,8,
2682,2330428,No,0,30,E1,31.58,30,-1.2,No,No,Male,Direct,4,Chennai,28,1,
2685,2340930,Yes,3,45,E2,42.86,42.86,0,No,No,Male,Direct,9,Hyderabad,37,8,
2686,2340943,Yes,23,60,E3,30,15,-11.54,No,No,Male,Direct,6,Noida,33,2,
2687,2340950,Yes,25,30,E2,35.14,35.14,0,No,No,Male,Direct,8,Bangalore,31,4,
2688,2340999,Yes,11,30,E2,16.36,0,-14.06,No,No,Female,Agency,9,Bangalore,36,1,
2691,2341079,No,0,30,E3,23.08,23.08,0,No,No,Male,Direct,9,Bangalore,35,6,
2692,2341092,Yes,34,30,E1,25,25,0,No,No,Male,Agency,4,Noida,26,5,
2693,2341114,Yes,92,30,E1,57.89,31.32,-16.83,No,No,Male,Direct,4,Bangalore,31,1,
2694,2341169,No,2,60,E1,38.16,31.58,-4.76,No,No,Male,Direct,3,Chennai,29,1,
2695,2341181,No,6,30,E1,45.77,45.77,0,No,No,Male,Agency,3,Chennai,25,1,
2696,2341189,Yes,2,60,E1,84.05,84.05,0,No,No,Male,Direct,3,Noida,27,8,
2697,2341195,Yes,2,30,E1,87.19,87.19,0,No,No,Male,Employee Referral,2,Noida,25,2,
2698,2341196,Yes,19,30,E1,11.11,22.22,10,No,No,Male,Direct,3,Chennai,26,2,
2699,2341197,No,40,30,E1,16.67,-23.33,-34.29,No,No,Male,Direct,3,Chennai,28,2,
2700,2341198,No,2,30,E1,53.85,66.15,8,No,No,Female,Direct,1,Chennai,25,2,
2702,2341226,No,1,30,E1,18.18,18.18,0,No,No,Male,Direct,4,Chennai,31,6,
2703,2341246,No,0,60,E3,14.29,19.29,4.38,No,No,Male,Agency,9,Noida,39,2,
2704,2341250,Yes,49,60,E2,33.33,28,-4,No,No,Male,Direct,6,Bangalore,38,7,
2705,2341260,Yes,24,60,E3,33.33,33.33,0,No,No,Female,Agency,10,Noida,34,1,
2706,2341276,Yes,27,30,E2,36.36,127.27,66.67,No,No,Male,Agency,5,Noida,26,2,
2707,2341282,No,31,60,E2,33.33,33.33,0,No,No,Female,Agency,6,Noida,34,1,
2708,2341304,Yes,1,30,E1,25,25,0,No,No,Male,Direct,4,Chennai,27,8,
2709,2341321,No,2,30,E1,8.7,-13.04,-20,No,No,Male,Direct,3,Mumbai,27,2,
2710,2341328,Yes,110,60,E1,66.67,54.76,-7.14,No,No,Male,Direct,3,Bangalore,32,4,
2711,2341343,Yes,5,60,E2,60,60,0,No,No,Male,Direct,9,Bangalore,33,1,
2714,2341375,No,1,60,E1,29.31,-3.45,-25.33,No,No,Male,Direct,4,Noida,30,1,
2715,2341377,No,44,60,E2,28.57,20,-6.67,No,No,Male,Agency,6,Noida,36,1,
2716,2341380,No,49,60,E1,51.16,51.16,0,No,No,Male,Direct,2,Chennai,26,1,
2717,2341385,Yes,55,60,E2,22.73,15.45,-5.93,No,No,Male,Direct,7,Noida,38,5,
2720,2341463,No,2,30,E1,25,25,0,No,No,Male,Direct,4,Chennai,28,6,
2721,2341532,No,2,45,E2,95.65,95.65,0,No,No,Male,Direct,4,Chennai,37,2,
2722,2341540,No,34,30,E1,19.57,19.57,0,No,No,Male,Agency,3,Bangalore,30,4,
2724,2341573,No,45,45,E1,44.58,44.58,0,No,No,Male,Direct,3,Mumbai,27,4,
2726,2341594,Yes,29,30,E1,38.89,45.83,5,No,No,Male,Direct,3,Chennai,26,1,
2727,2341609,No,0,90,E1,62.5,37.5,-15.38,No,No,Female,Direct,3,Chennai,25,1,
2728,2341882,No,5,30,E2,33.33,47.22,10.42,No,No,Male,Agency,8,Bangalore,30,1,
2729,2344320,Yes,4,30,E1,52.78,45.83,-4.55,No,No,Male,Agency,3,Noida,26,1,
2731,2344393,No,4,30,E1,42.86,22.45,-14.29,No,No,Male,Direct,2,Bangalore,27,1,
2732,2344417,No,1,60,E1,62.5,62.5,0,No,No,Male,Direct,3,Bangalore,27,6,
2733,2344479,Yes,56,30,E2,15.79,15.79,0,No,No,Male,Direct,8,Bangalore,45,8,
2734,2344493,Yes,5,0,E2,16.67,16.67,0,Yes,No,Male,Employee Referral,7,Bangalore,32,1,
2735,2344496,Yes,15,30,E1,150,150,0,No,No,Male,Direct,2,Chennai,26,1,
2736,2344500,No,33,30,E1,54.76,30.95,-15.38,No,No,Male,Agency,5,Chennai,28,1,
2737,2344524,No,1,30,E2,16.67,16.67,0,No,No,Male,Direct,4,Hyderabad,32,2,
2738,2344526,Yes,17,30,E1,42.86,21.43,-15,No,No,Male,Agency,3,Chennai,28,1,
2739,2344555,No,22,30,E1,28.57,25,-2.78,No,No,Male,Agency,2,Chennai,26,1,
2740,2344561,No,50,30,E1,35,43.75,6.48,No,No,Male,Agency,3,Chennai,26,1,
2741,2344564,Yes,38,45,E2,44.93,44.93,0,No,No,Male,Agency,6,Noida,31,8,
2742,2344571,No,37,60,E1,75,62.5,-7.14,No,No,Male,Agency,4,Chennai,25,1,
2743,2344591,Yes,126,30,E1,28.21,34.62,5,No,No,Male,Agency,3,Chennai,30,1,
2744,2344626,No,0,90,E1,34.48,25.17,-6.92,No,No,Male,Direct,6,Chennai,32,1,
2745,2344637,Yes,12,60,E2,16,20,3.45,No,No,Male,Direct,8,Chennai,32,1,
2746,2344675,No,13,30,E2,29.73,29.73,0,No,No,Male,Direct,10,Bangalore,33,1,
2747,2344696,Yes,15,30,E2,15.38,15.38,0,No,No,Male,Direct,5,Noida,30,2,
2748,2344720,Yes,18,30,E1,63.64,63.64,0,No,No,Male,Direct,1,Chennai,25,2,
2749,2344721,No,1,60,E1,53.85,41.54,-8,No,No,Male,Agency,6,Chennai,31,5,
2751,2344760,Yes,69,90,E1,47.73,19.32,-19.23,No,No,Male,Agency,3,Chennai,26,1,
2752,2344790,No,0,30,E1,28.57,25,-2.78,No,No,Male,Agency,3,Chennai,30,1,
2753,2344801,Yes,2,30,E1,25,16.25,-7,No,No,Female,Direct,3,Chennai,27,1,
2755,2344809,Yes,45,30,E1,38.89,18.06,-15,No,No,Male,Direct,4,Bangalore,28,4,
2756,2344843,No,1,90,E1,67.36,49.58,-10.63,No,No,Male,Agency,4,Gurgaon,27,4,
2759,2344866,No,4,30,E1,87.5,87.5,0,No,No,Male,Agency,4,Gurgaon,28,4,
2760,2344890,No,1,30,E2,64.46,60.7,-2.29,No,No,Male,Direct,5,Noida,33,2,
2763,2344948,No,1,30,E1,20.83,-10,-25.52,No,No,Male,Direct,1,Noida,30,2,
2766,2344972,No,129,30,E1,28,20,-6.25,No,No,Male,Direct,2,Noida,28,2,
2767,2345008,No,124,60,E1,26.23,26.23,0,No,No,Female,Direct,6,Noida,31,5,
2771,2345026,No,6,60,E1,128.57,100,-12.5,No,No,Male,Agency,4,Bangalore,27,4,
2772,2345033,No,1,90,E2,60,60,0,No,No,Male,Direct,6,Bangalore,31,1,
2774,2345141,Yes,48,60,E1,100,100,0,No,Yes,Male,Agency,4,Noida,29,3,
2775,2345154,Yes,96,90,E3,25,250,180,No,No,Male,Employee Referral,10,Noida,36,2,
2776,2345184,No,1,60,E2,44.44,38.89,-3.85,No,No,Male,Direct,6,Chennai,31,2,
2778,2345246,Yes,1,30,E2,49.33,49.33,0,No,No,Female,Employee Referral,7,Mumbai,29,4,
2779,2345361,No,37,30,E3,36.29,36.29,0,No,No,Male,Direct,5,Chennai,29,2,
2781,2347639,No,0,30,E2,36.36,27.27,-6.67,No,No,Male,Direct,4,Noida,31,2,
2782,2347665,No,1,30,E2,37.5,30,-5.45,No,No,Male,Direct,4,Noida,31,2,
2783,2347682,No,3,60,E1,53.85,45.05,-5.71,No,No,Female,Direct,4,Chennai,28,1,
2784,2347707,Yes,26,30,E1,138.1,74.6,-26.67,No,No,Male,Direct,1,Chennai,24,7,
2785,2347709,No,14,30,E2,32.35,32.35,0,No,No,Female,Direct,5,Chennai,29,1,
2786,2347714,No,53,60,E3,35,30,-3.7,No,No,Female,Employee Referral,7,Noida,31,2,
2787,2347794,No,1,60,E1,38.89,-6.44,-32.64,No,No,Male,Direct,3,Bangalore,27,2,
2789,2347817,No,15,30,E1,14.75,-12.57,-23.81,No,No,Male,Agency,4,Chennai,29,1,
2790,2347820,No,0,90,E2,27.27,18.18,-7.14,No,No,Male,Direct,6,Noida,29,7,
2791,2347823,Yes,18,60,E1,29.64,29.64,0,No,No,Male,Agency,5,Chennai,28,1,
2792,2347830,No,4,30,E2,30.77,22.47,-6.34,No,No,Male,Direct,6,Noida,32,2,
2795,2347861,Yes,18,30,E2,37.25,82.35,32.86,No,No,Male,Agency,6,Hyderabad,36,1,
2798,2347883,Yes,32,30,E1,39.29,39.29,0,No,No,Male,Direct,2,Chennai,25,1,
2799,2347905,No,31,60,E2,42.86,42.86,0,No,No,Male,Direct,4,Chennai,27,2,
2801,2347925,Yes,84,90,E1,66.67,36.36,-18.18,No,No,Male,Direct,3,Bangalore,27,4,
2802,2347926,Yes,27,90,E1,86.05,62.79,-12.5,No,No,Male,Employee Referral,5,Chennai,28,1,
2803,2347958,No,6,0,E1,79.17,56.25,-12.79,No,No,Male,Direct,2,Bangalore,24,1,
2805,2347971,Yes,3,45,E1,70.73,28.05,-25,No,No,Male,Direct,3,Chennai,25,1,
2806,2347978,No,1,30,E1,50,21.88,-18.75,No,No,Male,Direct,2,Chennai,24,1,
2807,2347983,Yes,54,60,E2,50.94,41.51,-6.25,No,No,Female,Direct,6,Chennai,29,1,
2808,2347985,No,5,90,E2,15.38,11.54,-3.33,No,No,Male,Agency,8,Bangalore,31,1,
2810,2348009,Yes,57,45,E1,52.17,34.78,-11.43,No,No,Male,Agency,4,Bangalore,27,4,
2811,2348023,Yes,54,60,E1,18.18,18.18,0,No,No,Female,Direct,3,Noida,29,7,
2812,2348036,No,21,30,E1,10,10,0,No,No,Male,Agency,3,Bangalore,27,4,
2813,2348060,No,2,30,E1,50,62.5,8.33,No,No,Male,Direct,4,Mumbai,32,2,
2814,2348066,No,0,30,E1,38.89,33.33,-4,No,No,Male,Agency,3,Bangalore,28,4,
2815,2348070,No,40,60,E1,59.31,17.65,-26.15,No,No,Male,Agency,3,Bangalore,27,4,
2816,2348085,Yes,15,30,E1,30,20,-7.69,No,No,Male,Agency,4,Bangalore,30,4,
2817,2348090,Yes,85,60,E3,50,25,-16.67,No,No,Male,Agency,9,Noida,33,6,
2818,2348093,No,37,30,E1,30.43,19.57,-8.33,No,No,Male,Direct,3,Bangalore,25,4,
2819,2348102,Yes,16,30,E1,38.89,33.33,-4,No,No,Male,Agency,4,Bangalore,31,4,
2820,2348103,No,37,30,E2,36.78,36.78,0,No,Yes,Male,Direct,2,Noida,25,2,
2821,2348104,No,37,30,E1,113.18,113.18,0,No,No,Male,Agency,5,Bangalore,30,4,
2823,2348139,Yes,55,30,E1,57.14,37.14,-12.73,No,No,Male,Agency,4,Bangalore,28,4,
2824,2348170,No,7,30,E1,73.91,69.57,-2.5,No,No,Male,Agency,2,Chennai,28,1,
